"@title","English"
,"I think something like that might have happened to me too!"
"#02621","..."
,"Even I got angry over that!"
"#02622","That's understandable! It would make me furious too!"
"#02623","Hee hee hee, that really is funny, isn't it?"
"#02624","A-ha ha ha! That's a classic!"
"#02625","That's good to hear. Makes me really happy."
"#02626","Don't worry, be happy!"
"#02627","Really, don't worry, be happy!"
"#02628","No, really, really, don't worry, be happy!"
"#02629","That's all well and good, but what about those vegetarian dolphins?"
"#02630","The seaweed-eating ones? They call 'em kelpies, you know."
"#02631","Kelpies, huh? That's interesting."
,"Once I get interested in something, I find that I just can't sleep afterwards."
,"Zzz..."
"#02632","Now that you mention it, it is a bit of a concern."
,"I hate waiting..."
"#02633","Yes, I remember. How could I forget a thing like that?"
"#02634","You're right there. You can't help but love it."
"#02635","Wow, that really is amazing. I'm hooked!"
,"Really?"
"#02636","Really? That?"
,"I'm gonna buy it straightaway too!"
"#02637","I want to transform into a pixie and flutter around town..."
"#02638","I see. It's that kind of lifestyle, is it?"
,"I'm very much in the sleep as long as you can club."
"#02639","I was just listening to that album!"
,"It's good, isn't it?!"
"#02640","I heard it playing in a cafe the other day."
,"I stayed in the cafe right up to closing time because of that album."
"#02641","You know what I'd really like to travel in?"
,"A time machine or a space elevator. Or maybe not, I'm not sure."
"#02642","What a great company! In another life I would have liked to be CEO of that company."
,"Or maybe just a shareholder in it."
"#02643","Yeah, that announcement really shook the world."
,"I reckon we can expect something similar next time too."
"#02644","What? That's famous as all Heck, you know!"
,"Is that right?!"
"#02645","Oof, I was every bit as nervous as I thought I'd be."
,"I know what you mean. I get butterflies in my stomach in front of people."
"#02646","Wearing my glasses meant I could see them all staring at me!"
,"I reckon I'll take 'em off next time."
"#02647","He he he. Thanks. Thanks for everything."
"#02648","Is that right? Well, I'm happy to hear it!"
,"If you could pass on my message, I'd be much obliged."
"#02649","Kids are a treasure to be cherished."
"#02650","Kids are..."
,"A treasure to be cherished."
"#02651","Yes, yes..."
,"It's because kids are a treasure after all."
"#02652","Yes, yes..."
,"Four people? That's amazing!"
"#02653","Err..."
,"Five people? That's, err, a bit too amazing, if you ask me!"
"#02655","<0> is out!"
"#02656","<0> m <1> s left"
"#02657","<0> s left"
"#02658","Users"
"#02659","All"
"#02660","Genre"
"#02661","Category"
"#02662","Method"
"#02663","None"
"#02664","HP Recovered"
"#02665","Aura Up"
"#02666","Creativity Up"
"#02667","Programming Up"
"#02668","Graphics Up"
"#02669","Sound Up"
"#02670","Network Up"
"#02671","Max HP Up"
"#02672","Upgrade Requirement"
"#02673","Change Skills"
"#02674","Motivation Up"
"#02675","Cost Down"
"#02676","Upgrade Limits Up"
"#02677","Funds"
"#02678","Login Roulette Count"
"#02679","Genre Ideas"
"#02680","Rare Ideas"
"#02681","Assistants"
"#02682","Meeting Points"
"#02683","Company Rank EXP"
"#02684","PF Content"
"#02685","Skill Change Item"
"#02686","Upgrade Item"
"#02687","☆ Up"
"#02688","Limitless"
"#02689","Rank <0>!"
"#02690","Usage limits removed!"
"#02691","Discovery"
"#02692","Planner type"
"#02693","Programmer type"
"#02694","Designer type"
"#02695","Sound Engineer type"
"#02696","Networker type"
"#02697","Money: <0>"
"#02698","Coins: <0>"
"#02699","Rank <0> Vacancy"
"#02700","Here's a gift! Add a new level and create a great game!"
"#02701","Sales"
"#02702","Review"
"#02703","Weekly Ranking"
"#02704","Company Rank"
"#02705","<0> and above"
"#02706","<0> pts and above"
"#02707","=#02705"
"#02708","No requirements"
"#02709","Character"
"#02710","Idea"
"#02711","Facil."
"#02712","Recovery"
"#02713","Improvement"
"#02714","Ads"
"#02715","Speed Up"
"#02716","=#02698"
"#02717","Genre: <0>"
"#02718","Meeting Points: <0>"
"#02719","Item <0>"
"#02720","<0> assistants"
"#02721","<0> Special Commands"
"#02722","(Undefined)"
"#02723","Downloads"
"#02724","Genre Ranking"
"#02725","=#02703"
"#02726","Creativity"
"#02727","Programming"
"#02728","Graphics"
"#02729","Sound"
"#02730","Network"
"#02731","HP"
"#02732","Mary Memorandum"
"#02733","Grizzly Bearington"
"#02734","=#00506"
"#02735","=#00480"
"#02736","=#00419"
"#03230","Full Stamina"
"#03231","Stamina fully recovered."
"#03232","Let's make games!"
"#03233","The project proposal is here!"
"#03234","The project is good to go!"
"#03235","A smash hit in the making!"
"#03236","Platform development complete."
"#03237","Platform created."
"#03238","And it's done!"
"#03239","Schedule complete."
"#03240","Schedule complete!"
"#03241","The CEO wants a word."
"#03242","Initializing"
"#03244","Craze"
"#03245","Impact"
"#03246","Playability"
"#03247","Social"
"#03248","Retention"
"#03249","No programmer! Functionality halved."
"#03250","Synergy of talents! Functionality +5%"
"#03251","Outstanding personnel! Functionality +10%"
"#03252","Original Combo!"
"#03253","x<0>"
"#03254","=#03253"
"#03255","Good job!"
"#03256","Debug"
"#03257","Debug Complete."
"#03258","No assistants."
"#03259","The same assistant can only be used once."
"#03260","Bugs found. Debugging..."
"#03261","Development of game<br><1>, <0> complete!"
"#03262","Debug of game <0>, <1> complete!"
"#03263","There are <co=009dff><0></co> fan letters!"
"#03264","Bug <0>"
"#03265","Derivative <0>"
"#03266","<co=0066cc><0></co> uses this desk."
"#03267","Maximum number of proposals will drop to <0>. Okay?"
"#03268","Select furnishing to be removed"
"#03269","Acquiring current time..."
"#03270","Extracting data..."
"#03271","Select placement."
"#03272","Select furnishing to replace."
"#03273","Select placement for furnishing."
"#03274","There is no one to ask right now. Maybe try again tomorrow..."
"#03282","0,000G"
"#03283","0,000"
"#03284","View your rank"
"#03285","View rankings"
"#03286","One week"
"#03287","All-time"
"#03288","Current Play Points"
"#03289","Which rankings"
"#03290","do you want to see?"
"#03291","[Past score]"
"#03292","An error occurred."
"#03293","Rankings of <0>"
"#03294","<0>"
"#03295","Online Rankings"
"#03296","(No record)"
"#03297","---/---"
"#03298","<0> up on last time!"
"#03299","<0> down on last time!"
"#03300","Top Score"
"#03301","<0>/<1>"
"#03302","Send Data"
"#03303","Send All"
"#03304","Enter support code"
"#03307","Yes\tNo"
"#03308","Send all"
"#03309","Send Save Data?"
"#03310","*CEO's profile not included."
"#03311","Data sent. Thank you!<br>Be sure to contact our<br>support staff with all<br>the details."
"#03312","Error"
"#03313","Incompatible data."
"#03314","Overwrite system data, too?"
"#03315","=#03312"
"#03316","File not found."
"#03317","Data received. <0>"
"#03318","<br>Closing the app."
"#03319","No applicable data found."
"#03320","Downloading data..."
"#03321","Previous Games"
"#03322","Furnishings List"
"#03323","Fan List"
"#03324","Earn Coins"
